foodId,label,category,foodContentsLabel,image
food_a6f8goib2bms2da0eu8zxa1076w7,"Sathers Champagne Mix Assorted Hard Candy, 6.0 Oz",Packaged foods,Butterscotch Discs; Sugar; Corn Syrup; Salt; Butter; Adds A Trivial Amount Of Fat; Artificial And Natural Flavor; Yellow 5; Red 40; Blue 1; Red 3; Yellow 6; Root Beer Barrels; Sugar; Corn Syrup; Artificial Flavor; Red 40; Yellow 5; Blue 1; Yellow 6; Cinnamon Buttons; Sugar; Corn Syrup; Artificial Flavors; Red 40; Sour Fruit Buttons; Sugar; Corn Syrup Citric Acid; Artificial Flavors; Yellow 5; Yellow 6; Red 40; Blue 1; Starlight Mints; Sugar; Corn Syrup; Oil Of Peppermint; Adds A Trivial Amount Of Fat; Artificial Color; Red 3; Red 40; And Blue 1; Asstd; Sugar; Corn; Syrup; Citric Acid; Artificial And Natural Flavors; Red 3; Red 40; Yellow 5; Yellow 6; And Blue 1,https://www.edamam.com/food-img/dbc/dbc1a7fc29ddfba96b179700b5f9f74f.jpg
food_b4v8jgoa67ux8abo97nw2bno3id0,"Girard's Dressing Light Champagne 12 oz, 6.0 Pk",Packaged foods,Water; Soybean Oil; White Wine; Preserved With Sulfites; White Wine Vinegar; Salt; Sugar; Spices; Including Mustard Seed; Monosodium Glutamate; Garlic*; Onion*; Xanthan Gum; Sodium Benzoate And Potassium Sorbate Added As Preservatives; Molasses; Calcium Disodium Edta Added To Protect Flavor; Vinegar; Corn Syrup; Caramel Color; Chives*; Tamarind; Natural Flavors; *dehydrated,
food_b8415g0ajhvyivby9tyx5bg7jwrs,"Shim\'s Quality Syrup Kola Champagne, 25.5 Oz",Packaged foods,Water; Cane Sugar; Citric Acid; Approved Artificial Fruit Flavors; Fd&c Yellow No; 5; Fd&c Yellow No; 6; 0; 1% Sodium Benzoate; Preservative,https://www.edamam.com/food-img/0ef/0ef63520c703a48ae43320171161888a.jpg
food_a583lzqa53k31ubdpngeobiresyz,Cherchie's - Champagne Cherries Jubilee Dessert Topping 13 Oz,Packaged foods,Cherries; Water; High Fructose Corn Syrup; Corn Syrup; Modified Food Starch; Corn; Sugar; Citric Acid; Artificial Flavor; Red 40 Color Added,https://www.edamam.com/food-img/08d/08d832d30726d16b7b8737d59182c0e9.jpg
food_arawd07akk10onb3l3272bpbzpa4,Yancey's Fancy Aged Cheddar Cheese Finger Lakes Champagne 7.6 Oz,Packaged foods,Aged Cheddar Cheese; Milk; Cultures; Salt; Enzymes; Champagne; Trisodium Citrate; Champagne Flavor,https://www.edamam.com/food-img/2cd/2cd302de75c086abaaa954d8bc35bdc4.jpg
food_ao4weprbyeuxpgbeob8dibt2tflj,Schnucks Select Mustard Honey w/Champagne 8.25 fl Oz,Packaged foods,Water; Mustard Seed; Honey; Distilled Vinegar; Enriched Wheat Flour; Thiamine Mononitrate; Riboflavin; Niacin; Reduced Iron; Folic Acid; White Wine; Contains Sulfites; Sugar; Mustard Flour; Lemon Juice; Salt; Champagne; Contains Sulfites; Garlic; Citric Acid; Xanthan Gum; Spices,https://www.edamam.com/food-img/f68/f6861cda80b0f5e80c990a0b5cd1abde.jpg
food_aagi8tgbsxyzg0ao4s4fbbguu2g8,"Yancey's Fancy, Finger Lakes Pasteurized Process Aged Cheddar Cheese, Champagne",Packaged foods,AGED CHEDDAR CHEESE (MILK; CULTURES; SALT; ENZYMES); CHAMPAGNE; TRISODIUM CITRATE; CHAMPAGNE FLAVOR.,https://www.edamam.com/food-img/ca8/ca867a8d79e235787ff30a7c54bfea7f.jpg
food_b05mddzaqu7bp4b8t14uzb22nbhk,Tesco Finest Truffles Marc de Champagne & Strawberry 140 g,Packaged foods,Milk Chocolate; 42%; White Chocolate; 39%; Glucose Syrup; Evaporated Milk; Invert Sugar Syrup; Marc De Champagne; 2; 5%; Strawberry Powder; Brandy; Icing Sugar; Acidity Regulator; Citric Acid; Preservative; Sorbic Acid; Colour; Titanium Dioxide; Iron Oxide; Milk Chocolate Contains; Sugar; Cocoa Butter; Dried Whole Milk; Cocoa Mass; Flavouring; Milk Chocolate Contains; Cocoa Solids 38% Minimum; Milk Solids 14% Minimum; White Chocolate Contains; Sugar; Cocoa Butter; Dried Whole Milk; Emulsifier; Soya Lecithins; Flavouring,https://www.edamam.com/food-img/4ec/4ec6aecf59796c5961f7a61f52da47eb.jpg
food_b1hp1hkbrfk4e7ayjobd6ayisdpk,"Rose & Ivy Salad Dressing Champagne Celery Seed, 13.0 Oz",Packaged foods,Canola Oil; Apple Cider Vinegar; Wine; Sugar; Mustard; Honey; Onion; Celery Seed; Salt; Spices,https://www.edamam.com/food-img/9a6/9a6e68546ecfe562226e1bff51d0634e.jpg
food_awpd4yia6k5enfagoxck1b7ttll5,Swiss American Inc Crackers Water Ovenbaked Champagne 6.7 Oz,Packaged foods,Enriched Wheat Flour; Wheat Flour; Niacin; Reduced Iron; Thiamin Mononitrate; Riboflavin; And Folic Acid; Interesterified Soybean Oil With Citric Acid And Tbhq Added To Preserve Freshness; Salt; Ammonium Bicarbonate And Sodium Sulfite,
food_bpi7ljha9gq82abuhdwgqaf5nesa,"o Olive Oil Vinegar California, Orange Blossom Champagne, 6.8 Oz",Packaged foods,Aged California Muscat Vinegar; Aged California Champagne Vinegar; Oranges; Essence Of Orange Blossoms; Gluten Free; Acidity 6%; Contains Naturally Occurring Sulfites,
food_anp43ujbec6rllaidz6raaio96cf,"Brut & Rose Flavor Champagne Dreams Gourmet Gummies, Brut & Rose",Packaged foods,ORGANIC TAPIOCA SYRUP; ORGANIC CANE SUGAR; GELATIN; NATURAL FLAVORS; CITRIC ACID; LACTIC ACID; ASCORBIC ACID; ORGANIC SUNFLOWER OIL; COLOR ADDED (ORGANIC BLACK CARROT JUICE CONCENTRATE); CARNAUBA WAX.,
food_aokpgrubdnt1xpa526sm2bpargr2,"Brut & Rose Flavored Champagne Dreams Gourmet Gummies, Brut & Rose",Packaged foods,ORGANIC TAPIOCA SYRUP; ORGANIC CANE SUGAR; WATER; GELATIN; CITRIC ACID; NATURAL FLAVORS; LACTIC ACID; ORGANIC SUNFLOWER OIL; FOR COLOR (ORGANIC BLACK CARROT); ORGANIC CARNAUBA WAX.,
food_asms204bfs9dodb8gjkjzac480cm,Girard\'s Dressing Light Champagne 12 oz 6 Pk,Packaged foods,Water; Soybean Oil; White Wine; Preserved With Sulfites; White Wine Vinegar; Salt; Sugar; Spices; Including Mustard Seed; Monosodium Glutamate; Garlic*; Onion*; Xanthan Gum; Sodium Benzoate And Potassium Sorbate Added As Preservatives; Molasses; Calcium Disodium Edta Added To Protect Flavor; Vinegar; Corn Syrup; Caramel Color; Chives*; Tamarind; Natural Flavors *dehydrated,https://www.edamam.com/food-img/4ca/4cac9192ec06332042b2fe1edf11ca7e.jpg
food_ascgsriagat69fadll87bbb6h4rd,The Silver Palate Champagne Honey Mustard 12 oz Salad Splash 6 Pk,Packaged foods,Expeller Pressed Canola Oil; Water; Champagne Vinegar; Honey; Dijon Mustard; Distilled Vinegar; Water; Mustard Seed; White Wine; Salt; Citric Acid; Spices; Sugar; Yellow Mustard; Salt; Garlic; Black Pepper; Xanthan Gum; Nutmeg; Cloves,https://www.edamam.com/food-img/539/53974714428a80270815e2a9e72f4165.jpg
food_awlrstpa7foqsfaxcocscbh73rij,"Wine Cellar Sorbet All Natural Ice Champagne, California, 16.0 Oz",Packaged foods,White Wine Extract; Sugar; Water; Glucose; Stabilizer; Dextrose; Guar Gum; Carrageenan; Pectin; Sale Of This Product To Individuals Under The Age Of 21 Is Prohibited By Law; This Product Contains Alcohol Used As Flavoring And As With Any Product That Contains Alcohol; 1; Women Should Not Consume Alcohol During Pregnancy Because Of The Risk Of Birth Defects; 2; Consumption Of Alcoholic Beverages Impairs Your Ability To Drive A Car Or Operate Machinery And May Cause Health Problems; Contains Sulfites,https://www.edamam.com/food-img/d98/d980a40d9b03dc1a546249a4f631da39.jpg
food_antyohwb5n8je1anxkv8ub0wq6mx,"The Silver Palate Champagne Honey Mustard 12 oz Salad Splash, 6.0 Pk",Packaged foods,Expeller Pressed Canola Oil; Water; Champagne Vinegar; Honey; Dijon Mustard; Distilled Vinegar; Water; Mustard Seed; White Wine; Salt; Citric Acid; Spices; Sugar; Yellow Mustard; Salt; Garlic; Black Pepper; Xanthan Gum; Nutmeg; Cloves,
food_a4wj2qwaiz7im5azmyd76a2xsnuk,"Swiss American Inc Crackers Water Oven-Baked Champagne, 6.7 Oz",Packaged foods,Enriched Wheat Flour; Wheat Flour; Niacin; Reduced Iron; Thiamin Mononitrate; Riboflavin; And Folic Acid; Interesterified Soybean Oil With Citric Acid And Tbhq Added To Preserve Freshness; Salt; Ammonium Bicarbonate And Sodium Sulfite,
food_bhqbwrpbzzqb7nbk0vkz6axwcax0,"DL Jardines Cayenne Pepper Sauce Texas Champagne, Hot, 3.0 Oz",Packaged foods,Red Peppers; Vinegar; Salt; And Xanthan Gum,https://www.edamam.com/food-img/f90/f906f009e71e6864d217019394fc339a.jpg
food_bl4vqn8aijseyibxxgu8maruy3k9,"Rose & Ivy Dressing Champagne Celery Seed Salad 13 oz, 6.0 Pk",Packaged foods,Canola Oil; Apple Cider Vinegar; Wine; Sugar; Mustard; Honey; Onion; Celery Seed; Salt; Spices,https://www.edamam.com/food-img/097/097262aa6fb6709de212ee578a62255c.jpg
food_ao30qnlak3c72kbfq38z2bamvizz,"Yancey\'s Fancy New York Cheddar Cheese New York Cheddar Cheese, Champagne, 1.0 Lb.",Packaged foods,Champagne Cheddar; Aged Cheddar Cheese; Pasteurized Milk Cultures; Salt; Enzymes; Champagne; Trisodium Citrate; Champagne Flavor,https://www.edamam.com/food-img/3d2/3d21a804a3045277bbb634db2864043d.jpg
food_b1o21ieb0pjz6caghgbbsagkhax0,"Stonewall Kitchen Mustard Stripes Set Maine Maple Champagne Mustard and Roasted Garlic Mustard, 1.0 Ea",Packaged foods,Roasted Garlic Mustard; Mustard; Mustard Seed; Water; Vinegar; Salt; Garlic; Canola Oil; Honey; Salt; Maine Maple Champagne Mustard; Mustard; Mustard Seed; Water; Vinegar; Salt; Honey; Pure Cane Sugar; Maine Maple Syrup; Champagnes; Spices,https://www.edamam.com/food-img/c71/c71464e59ec1677f0c48d965ee0689b2.jpg
food_a8c9leuax6cw8iavxbamfajdsbni,"Stonewall Kitchen Raspberry Peach Collection Raspberry Peach Champagne Jam and Raspberry Peach Tea, 1.0 Ea",Packaged foods,Raspberry Peach Champagne Jam; Fruit; Raspberries; Peaches; Pure Cane Sugar; Champagne; Lemon Juice; Fruit Pectin; Citric Acid; Spices; Raspberry Peach Tea; Fine Black Tea; Natural Peach And Raspberry Flavor,https://www.edamam.com/food-img/eec/eece987e804a8abf447865105417a55c.jpg
food_ayt6f4wb1p9llsa66mbirbc0hq1h,"d.l. Jardine's Hot Sauce Texas Champagne Cayenne Pepper 6 fl oz, 12.0 Pk",Packaged foods,All Natural Ingredients; Red Peppers; Vinegar; Salt And Xanthan Gum,
food_bptfwd0bunwwdlaag0oblbqsjd38,"Stonewall Kitchen Jam Stripes Set Wild Maine Blueberry Jam and Raspberry Peach Champagne Jam, 1.0 Ea",Packaged foods,Wild Maine Blueberry Jam; Wild Maine Blueberries; Pure Cane Sugar; Fruit Pectin; Lemon Juice; Citric Acid; Raspberry Peach Champagne Jam; Fruit; Raspberries; Peaches; Pure Cane Sugar; Champagnes; Lemon Juice; Fruit Pectin; Citric Acid; Spices,https://www.edamam.com/food-img/e67/e6740ff51a508bdbc5fdf3f6bdc96563.jpg
food_afa61adb2qrhv4bl0k5ukb4p5wc2,"Italian Style Chopped Salad Chopped Vegetable Blend, Fontina Cheese, Black Olives, Smoked Turkey Breast, Genoa Salami, and Pepperoncini With a Champagne Vinaigrette, Italian Style",Packaged foods,VEGETABLE BLEND (ESCAROLE; ENDIVE; BROCCOLI; CAULIFLOWER; RADICCHIO; CARROTS; RED CABBAGE; INGREDIENTS MAY VARY BY SEASON); CHAMPAGNE VINAIGRETTE (WATER; SOYBEAN OIL AND/OR CANOLA OIL; CHAMPAGNE WINE; WHITE BALSAMIC VINEGAR [WHITE WINE VINEGAR; CONCENTRATED GRAPE MUST]; SUGAR; SALT; CONTAINS LESS THAN 2% OF: CALCIUM DISODIUM EDTA [TO PROTECT FLAVOR]; CHIVES*; GARLIC*; ONION*; NATURAL FLAVORS; SODIUM BENZOATE [AS A PRESERVATIVE]; SPICES [CONTAINS MUSTARD]; XANTHAN GUM); ITALIAN STYLE FONTINA CHEESE (FONTINA CHEESE [PASTEURIZED MILK; CHEESE CULTURES; SALT; ENZYMES]; POTATO STARCH AND POWDERED CELLULOSE [TO PREVENT CAKING]; NATAMYCIN [MOLD INHIBITOR]); BLACK OLIVES (OLIVES; WATER; SEA SALT; FERROUS GLUCONATE [TO STABILIZE COLOR]); SMOKED TURKEY BREAST (CURED WITH WATER; CONTAINS 2% OR LESS OF: SALT; DEXTROSE; MODIFIED CORNSTARCH; SODIUM LACTATE; SODIUM PHOSPHATE; CARRAGEENAN; NATURAL FLAVORING; SODIUM DIACETATE; NATURAL MESQUITE SMOKE FLAVOR; ASCORBIC ACID; SODIUM NITRITE; CITRIC ACID); GENOA SALAMI (PORK; BEEF; SALT; DEXTROSE; LACTIC ACID STARTER CULTURE; SPICES; SODIUM ASCORBATE; SODIUM NITRITE; GARLIC POWDER; BHA; BHT AND CITRIC ACID [ADDED TO HELP PROTECT FLAVOR]); PEPPERONCINI (PEPPERS; WATER; DISTILLED VINEGAR; SALT; CITRIC ACID; SODIUM BENZOATE AND SODIUM BISULFITE [PRESERVATIVES]).,
food_b430v21bur7lsbat3toobbcd5zx6,"Italiano With Turkey & Salami Salad Chopped Escarole, Endive, Broccoli, Cauliflower, Radicchio, Carrots, Red Cabbage, Fontina Cheese, Black Olives, Smoked Turkey Breast, Genoa Salami, and Pepperoncini With Champagne Vinaigrette Chopped Bowl, Italiano With",Packaged foods,VEGETABLE BLEND (ESCAROLE; ENDIVE; BROCCOLI; CAULIFLOWER; RADICCHIO; CARROTS; RED CABBAGE; INGREDIENTS MAY VARY BY SEASON); CHAMPAGNE VINAIGRETTE (WATER; SOYBEAN OIL AND/OR CANOLA OIL; CHAMPAGNE WINE; WHITE BALSAMIC VINEGAR [WHITE WINE VINEGAR; CONCENTRATED GRAPE MUST]; SUGAR; SALT; CONTAINS 2% OR LESS OF: CALCIUM DISODIUM EDTA [TO PROTECT FLAVOR]; CHIVES*; GARLIC*; ONION*; NATURAL FLAVORS; SODIUM BENZOATE [AS A PRESERVATIVE]; SPICES [CONTAINS MUSTARD]; XANTHAN GUM); ITALIAN STYLE FONTINA CHEESE (FONTINA CHEESE [PASTEURIZED MILK; CHEESE CULTURES; SALT; ENZYMES]; POTATO STARCH AND POWDERED CELLULOSE [TO PREVENT CAKING]; NATAMYCIN [MOLD INHIBITOR]); BLACK OLIVES (OLIVES; WATER; SEA SALT; FERROUS GLUCONATE [TO STABILIZE COLOR]); SMOKED TURKEY BREAST (CURED WITH WATER; CONTAINS 2% OR LESS OF: SALT; DEXTROSE; MODIFIED CORNSTARCH; SODIUM LACTATE; SODIUM PHOSPHATE; CARRAGEENAN; NATURAL FLAVORING; SODIUM DIACETATE; NATURAL MESQUITE SMOKE FLAVOR; ASCORBIC ACID; SODIUM NITRITE; CITRIC ACID); GENOA SALAMI (PORK; BEEF; SALT; DEXTROSE; LACTIC ACID STARTER CULTURE; SPICES; SODIUM ASCORBATE; SODIUM NITRITE; GARLIC POWDER; BHA; BHT AND CITRIC ACID [TO HELP PROTECT FLAVOR]); PEPPERONCINI (PEPPERS; WATER; DISTILLED VINEGAR; SALT; CITRIC ACID; SODIUM BENZOATE AND SODIUM BISULFITE [PRESERVATIVES]).,
